#term ID	term description	observed gene count	background gene count	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0002682	regulation of immune system process	21	1391	1.32e-08	ENSP00000216336,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000252244,ENSP00000255040,ENSP00000259396,ENSP00000262865,ENSP00000264657,ENSP00000297991,ENSP00000305651,ENSP00000306512,ENSP00000343445,ENSP00000357712,ENSP00000362795,ENSP00000364210,ENSP00000379110,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APCS,APOA1,APOB,AQP3,B2M,BPI,CTSG,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FPR1,FPR2,KRT1,LTF,ORM1,S100A7,SERPINB4,STAT3
GO:0050900	leukocyte migration	11	296	5.75e-08	ENSP00000225844,ENSP00000233242,ENSP00000297435,ENSP00000305651,ENSP00000306512,ENSP00000357726,ENSP00000362795,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	APOB,CCL13,CXCL10,CXCL8,CXCR3,DEFA4,ELANE,FPR1,FPR2,S100A12,SAA1
GO:0016477	cell migration	16	812	6.51e-08	ENSP00000225844,ENSP00000233242,ENSP00000236850,ENSP00000296370,ENSP00000297435,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000357697,ENSP00000357726,ENSP00000362795,ENSP00000379110,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	APOA1,APOB,CCL13,CXCL1,CXCL10,CXCL8,CXCR3,DEFA4,ELANE,FPR1,FPR2,KRT16,S100A12,S100A2,S100P,SAA1
GO:0048731	system development	34	4144	6.51e-08	ENSP00000167586,ENSP00000167588,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000246635,ENSP00000252242,ENSP00000252244,ENSP00000252245,ENSP00000252250,ENSP00000252252,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000293745,ENSP00000297991,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000329243,ENSP00000355124,ENSP00000357712,ENSP00000357791,ENSP00000362795,ENSP00000364210,ENSP00000369317,ENSP00000373487,ENSP00000378292,ENSP00000379110,ENSP00000448220,ENSP00000449404,ENSP00000452780,ENSP00000468897	AGER,APOA1,APOB,AQP3,B2M,CHI3L1,CXCL1,CXCL10,CXCL8,CXCR3,FPR2,HRNR,KRT1,KRT13,KRT14,KRT16,KRT17,KRT18,KRT19,KRT20,KRT4,KRT5,KRT6A,KRT6B,KRT6C,KRT7,KRT72,KRT75,KRT8,KRT80,LTF,S100A7,STAT3,TIMP2
GO:0045104	intermediate filament cytoskeleton organization	6	41	1.68e-07	ENSP00000167586,ENSP00000167588,ENSP00000252250,ENSP00000301653,ENSP00000308452,ENSP00000373487	KRT14,KRT16,KRT17,KRT18,KRT20,KRT6C
GO:0048513	animal organ development	28	2926	1.68e-07	ENSP00000167586,ENSP00000167588,ENSP00000231751,ENSP00000236850,ENSP00000246635,ENSP00000252242,ENSP00000252244,ENSP00000252245,ENSP00000252250,ENSP00000252252,ENSP00000255409,ENSP00000264657,ENSP00000293745,ENSP00000297991,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000329243,ENSP00000355124,ENSP00000357712,ENSP00000357791,ENSP00000369317,ENSP00000373487,ENSP00000378292,ENSP00000448220,ENSP00000449404,ENSP00000452780	APOA1,AQP3,B2M,CHI3L1,CXCL10,CXCL8,HRNR,KRT1,KRT13,KRT14,KRT16,KRT17,KRT18,KRT19,KRT20,KRT4,KRT5,KRT6A,KRT6B,KRT6C,KRT7,KRT72,KRT75,KRT8,KRT80,LTF,S100A7,STAT3
GO:0045087	innate immune response	14	676	3.84e-07	ENSP00000225844,ENSP00000231751,ENSP00000252244,ENSP00000255040,ENSP00000296435,ENSP00000297435,ENSP00000301653,ENSP00000342082,ENSP00000357712,ENSP00000357726,ENSP00000362108,ENSP00000364210,ENSP00000384906,ENSP00000452780	AGER,APCS,B2M,CAMP,CCL13,DEFA4,KRT1,KRT16,LCN2,LTF,S100A12,S100A7,SAA1,SLPI
GO:0048584	positive regulation of response to stimulus	23	2054	3.93e-07	ENSP00000216336,ENSP00000221515,ENSP00000225844,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000252244,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000297258,ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000379110,ENSP00000384906,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,APOB,B2M,CCL13,CHI3L1,CTSG,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FABP5,FPR1,FPR2,KRT1,LTF,RETN,S100A12,S100A7,SAA1,STAT3,TIMP2
GO:0050832	defense response to fungus	6	49	4.06e-07	ENSP00000216336,ENSP00000231751,ENSP00000296435,ENSP00000297435,ENSP00000357726,ENSP00000466090	CAMP,CTSG,DEFA4,ELANE,LTF,S100A12
GO:0007275	multicellular organism development	35	4726	4.38e-07	ENSP00000167586,ENSP00000167588,ENSP00000231751,ENSP00000233242,ENSP00000236826,ENSP00000236850,ENSP00000246635,ENSP00000252242,ENSP00000252244,ENSP00000252245,ENSP00000252250,ENSP00000252252,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000293745,ENSP00000297991,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000329243,ENSP00000355124,ENSP00000357712,ENSP00000357791,ENSP00000362795,ENSP00000364210,ENSP00000369317,ENSP00000373487,ENSP00000378292,ENSP00000379110,ENSP00000448220,ENSP00000449404,ENSP00000452780,ENSP00000468897	AGER,APOA1,APOB,AQP3,B2M,CHI3L1,CXCL1,CXCL10,CXCL8,CXCR3,FPR2,HRNR,KRT1,KRT13,KRT14,KRT16,KRT17,KRT18,KRT19,KRT20,KRT4,KRT5,KRT6A,KRT6B,KRT6C,KRT7,KRT72,KRT75,KRT8,KRT80,LTF,MMP8,S100A7,STAT3,TIMP2
GO:0032496	response to lipopolysaccharide	10	298	7.15e-07	ENSP00000216336,ENSP00000233242,ENSP00000262865,ENSP00000305651,ENSP00000306512,ENSP00000342082,ENSP00000357712,ENSP00000379110,ENSP00000452780,ENSP00000466090	APOB,B2M,BPI,CTSG,CXCL1,CXCL10,CXCL8,ELANE,S100A7,SLPI
GO:0048856	anatomical structure development	36	5085	7.35e-07	ENSP00000167586,ENSP00000167588,ENSP00000231751,ENSP00000233242,ENSP00000236826,ENSP00000236850,ENSP00000246635,ENSP00000252242,ENSP00000252244,ENSP00000252245,ENSP00000252250,ENSP00000252252,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000293745,ENSP00000297258,ENSP00000297991,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000329243,ENSP00000355124,ENSP00000357712,ENSP00000357791,ENSP00000362795,ENSP00000364210,ENSP00000369317,ENSP00000373487,ENSP00000378292,ENSP00000379110,ENSP00000448220,ENSP00000449404,ENSP00000452780,ENSP00000468897	AGER,APOA1,APOB,AQP3,B2M,CHI3L1,CXCL1,CXCL10,CXCL8,CXCR3,FABP5,FPR2,HRNR,KRT1,KRT13,KRT14,KRT16,KRT17,KRT18,KRT19,KRT20,KRT4,KRT5,KRT6A,KRT6B,KRT6C,KRT7,KRT72,KRT75,KRT8,KRT80,LTF,MMP8,S100A7,STAT3,TIMP2
GO:0032502	developmental process	37	5401	9.26e-07	ENSP00000167586,ENSP00000167588,ENSP00000221515,ENSP00000231751,ENSP00000233242,ENSP00000236826,ENSP00000236850,ENSP00000246635,ENSP00000252242,ENSP00000252244,ENSP00000252245,ENSP00000252250,ENSP00000252252,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000293745,ENSP00000297258,ENSP00000297991,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000329243,ENSP00000355124,ENSP00000357712,ENSP00000357791,ENSP00000362795,ENSP00000364210,ENSP00000369317,ENSP00000373487,ENSP00000378292,ENSP00000379110,ENSP00000448220,ENSP00000449404,ENSP00000452780,ENSP00000468897	AGER,APOA1,APOB,AQP3,B2M,CHI3L1,CXCL1,CXCL10,CXCL8,CXCR3,FABP5,FPR2,HRNR,KRT1,KRT13,KRT14,KRT16,KRT17,KRT18,KRT19,KRT20,KRT4,KRT5,KRT6A,KRT6B,KRT6C,KRT7,KRT72,KRT75,KRT8,KRT80,LTF,MMP8,RETN,S100A7,STAT3,TIMP2
GO:0032101	regulation of response to external stimulus	14	732	9.28e-07	ENSP00000231751,ENSP00000236850,ENSP00000252244,ENSP00000255040,ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000379110,ENSP00000384906,ENSP00000466090,ENSP00000468897	AGER,APCS,APOA1,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FPR2,KRT1,LTF,S100A12,S100A7,SAA1
GO:0002684	positive regulation of immune system process	15	882	1.24e-06	ENSP00000216336,ENSP00000231751,ENSP00000233242,ENSP00000252244,ENSP00000264657,ENSP00000297991,ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000364210,ENSP00000379110,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOB,AQP3,B2M,CTSG,CXCL1,CXCL10,CXCL8,ELANE,FPR1,FPR2,KRT1,LTF,S100A7,STAT3
GO:0010033	response to organic substance	26	2815	1.34e-06	ENSP00000216336,ENSP00000221515,ENSP00000225844,ENSP00000233242,ENSP00000246635,ENSP00000255409,ENSP00000262768,ENSP00000262865,ENSP00000264657,ENSP00000296370,ENSP00000297991,ENSP00000305651,ENSP00000306512,ENSP00000342082,ENSP00000357712,ENSP00000362108,ENSP00000362795,ENSP00000364210,ENSP00000373487,ENSP00000379110,ENSP00000384906,ENSP00000449404,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOB,AQP3,B2M,BPI,CCL13,CHI3L1,CTSG,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FPR1,FPR2,KRT13,KRT18,KRT8,LCN2,RETN,S100A7,S100P,SAA1,SLPI,STAT3,TIMP2
GO:0050830	defense response to Gram-positive bacterium	7	111	1.52e-06	ENSP00000216336,ENSP00000231751,ENSP00000261267,ENSP00000296435,ENSP00000297435,ENSP00000369317,ENSP00000452780	B2M,CAMP,CTSG,DEFA4,KRT6A,LTF,LYZ
GO:0044403	symbiont process	13	650	1.70e-06	ENSP00000216336,ENSP00000231751,ENSP00000255040,ENSP00000264657,ENSP00000283752,ENSP00000296435,ENSP00000329243,ENSP00000355124,ENSP00000369317,ENSP00000373487,ENSP00000449404,ENSP00000452780,ENSP00000466090	APCS,B2M,CAMP,CTSG,ELANE,KRT18,KRT19,KRT6A,KRT7,KRT8,LTF,SERPINB3,STAT3
GO:0032501	multicellular organismal process	40	6507	2.81e-06	ENSP00000167586,ENSP00000167588,ENSP00000216336,ENSP00000231751,ENSP00000233242,ENSP00000236826,ENSP00000236850,ENSP00000246635,ENSP00000252242,ENSP00000252244,ENSP00000252245,ENSP00000252250,ENSP00000252252,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000293745,ENSP00000296370,ENSP00000297991,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000329243,ENSP00000355124,ENSP00000357697,ENSP00000357712,ENSP00000357726,ENSP00000357791,ENSP00000362795,ENSP00000364210,ENSP00000369317,ENSP00000373487,ENSP00000378292,ENSP00000379110,ENSP00000384906,ENSP00000448220,ENSP00000449404,ENSP00000452780,ENSP00000468897	AGER,APOA1,APOB,AQP3,B2M,CHI3L1,CTSG,CXCL1,CXCL10,CXCL8,CXCR3,FPR2,HRNR,KRT1,KRT13,KRT14,KRT16,KRT17,KRT18,KRT19,KRT20,KRT4,KRT5,KRT6A,KRT6B,KRT6C,KRT7,KRT72,KRT75,KRT8,KRT80,LTF,MMP8,S100A12,S100A2,S100A7,S100P,SAA1,STAT3,TIMP2
GO:0050920	regulation of chemotaxis	8	188	2.93e-06	ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000362795,ENSP00000364210,ENSP00000379110,ENSP00000466090,ENSP00000468897	AGER,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FPR2,S100A7
GO:0002526	acute inflammatory response	6	73	3.04e-06	ENSP00000255040,ENSP00000259396,ENSP00000264657,ENSP00000348170,ENSP00000384906,ENSP00000466090	APCS,ELANE,HP,ORM1,SAA1,STAT3
GO:0007010	cytoskeleton organization	15	953	3.04e-06	ENSP00000167586,ENSP00000167588,ENSP00000225844,ENSP00000246635,ENSP00000252242,ENSP00000252250,ENSP00000252252,ENSP00000301653,ENSP00000308452,ENSP00000355124,ENSP00000369317,ENSP00000373487,ENSP00000379110,ENSP00000448220,ENSP00000449404	CCL13,CXCL1,KRT13,KRT14,KRT16,KRT17,KRT18,KRT19,KRT20,KRT4,KRT5,KRT6A,KRT6B,KRT6C,KRT8
GO:1902533	positive regulation of intracellular signal transduction	15	959	3.22e-06	ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000305651,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,CCL13,CHI3L1,CXCL10,CXCR3,ELANE,FPR1,FPR2,LTF,S100A12,S100A7,SAA1,STAT3,TIMP2
GO:1901700	response to oxygen-containing compound	18	1427	3.40e-06	ENSP00000216336,ENSP00000221515,ENSP00000233242,ENSP00000246635,ENSP00000262865,ENSP00000264657,ENSP00000297991,ENSP00000305651,ENSP00000306512,ENSP00000342082,ENSP00000348170,ENSP00000357712,ENSP00000364210,ENSP00000379110,ENSP00000449404,ENSP00000452780,ENSP00000466090,ENSP00000468897	AGER,APOB,AQP3,B2M,BPI,CTSG,CXCL1,CXCL10,CXCL8,ELANE,FPR2,HP,KRT13,KRT8,RETN,S100A7,SLPI,STAT3
GO:0030595	leukocyte chemotaxis	7	130	3.87e-06	ENSP00000225844,ENSP00000297435,ENSP00000305651,ENSP00000306512,ENSP00000357726,ENSP00000362795,ENSP00000384906	CCL13,CXCL10,CXCL8,CXCR3,DEFA4,S100A12,SAA1
GO:0042221	response to chemical	31	4153	4.15e-06	ENSP00000216336,ENSP00000221515,ENSP00000225844,ENSP00000233242,ENSP00000236850,ENSP00000246635,ENSP00000255409,ENSP00000257264,ENSP00000262768,ENSP00000262865,ENSP00000264657,ENSP00000296370,ENSP00000297435,ENSP00000297991,ENSP00000305651,ENSP00000306512,ENSP00000342082,ENSP00000348170,ENSP00000357712,ENSP00000357726,ENSP00000362108,ENSP00000362795,ENSP00000364210,ENSP00000373487,ENSP00000379110,ENSP00000384906,ENSP00000449404,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,APOB,AQP3,B2M,BPI,CCL13,CHI3L1,CTSG,CXCL1,CXCL10,CXCL8,CXCR3,DEFA4,ELANE,FPR1,FPR2,HP,KRT13,KRT18,KRT8,LCN2,RETN,S100A12,S100A7,S100P,SAA1,SLPI,STAT3,TCN1,TIMP2
GO:0030154	cell differentiation	28	3457	4.57e-06	ENSP00000167586,ENSP00000167588,ENSP00000221515,ENSP00000236826,ENSP00000236850,ENSP00000246635,ENSP00000252242,ENSP00000252244,ENSP00000252245,ENSP00000252250,ENSP00000252252,ENSP00000262768,ENSP00000264657,ENSP00000293745,ENSP00000301653,ENSP00000308452,ENSP00000329243,ENSP00000355124,ENSP00000357712,ENSP00000357791,ENSP00000364210,ENSP00000369317,ENSP00000373487,ENSP00000378292,ENSP00000448220,ENSP00000449404,ENSP00000452780,ENSP00000468897	AGER,APOA1,B2M,FPR2,HRNR,KRT1,KRT13,KRT14,KRT16,KRT17,KRT18,KRT19,KRT20,KRT4,KRT5,KRT6A,KRT6B,KRT6C,KRT7,KRT72,KRT75,KRT8,KRT80,MMP8,RETN,S100A7,STAT3,TIMP2
GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism	8	203	4.72e-06	ENSP00000216336,ENSP00000231751,ENSP00000255040,ENSP00000296435,ENSP00000306512,ENSP00000342082,ENSP00000369317,ENSP00000466090	APCS,CAMP,CTSG,CXCL8,ELANE,KRT6A,LTF,SLPI
GO:0050921	positive regulation of chemotaxis	7	138	5.40e-06	ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000362795,ENSP00000364210,ENSP00000379110,ENSP00000468897	AGER,CXCL1,CXCL10,CXCL8,CXCR3,FPR2,S100A7
GO:0006935	chemotaxis	11	491	5.61e-06	ENSP00000225844,ENSP00000236850,ENSP00000297435,ENSP00000305651,ENSP00000306512,ENSP00000357726,ENSP00000362795,ENSP00000379110,ENSP00000384906,ENSP00000468897,ENSP00000471493	APOA1,CCL13,CXCL1,CXCL10,CXCL8,CXCR3,DEFA4,FPR1,FPR2,S100A12,SAA1
GO:0051883	killing of cells in other organism involved in symbiotic interaction	4	16	6.68e-06	ENSP00000216336,ENSP00000296435,ENSP00000369317,ENSP00000466090	CAMP,CTSG,ELANE,KRT6A
GO:0034097	response to cytokine	15	1035	7.44e-06	ENSP00000225844,ENSP00000233242,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000305651,ENSP00000306512,ENSP00000362108,ENSP00000362795,ENSP00000373487,ENSP00000379110,ENSP00000384906,ENSP00000449404,ENSP00000452780,ENSP00000471493	APOB,B2M,CCL13,CHI3L1,CXCL1,CXCL10,CXCL8,CXCR3,FPR1,KRT18,KRT8,LCN2,SAA1,STAT3,TIMP2
GO:0006953	acute-phase response	5	45	7.55e-06	ENSP00000255040,ENSP00000259396,ENSP00000264657,ENSP00000348170,ENSP00000384906	APCS,HP,ORM1,SAA1,STAT3
GO:0048247	lymphocyte chemotaxis	5	45	7.55e-06	ENSP00000225844,ENSP00000297435,ENSP00000305651,ENSP00000362795,ENSP00000384906	CCL13,CXCL10,CXCR3,DEFA4,SAA1
GO:0019221	cytokine-mediated signaling pathway	12	655	1.15e-05	ENSP00000225844,ENSP00000264657,ENSP00000305651,ENSP00000306512,ENSP00000362108,ENSP00000362795,ENSP00000373487,ENSP00000379110,ENSP00000384906,ENSP00000449404,ENSP00000452780,ENSP00000471493	B2M,CCL13,CXCL1,CXCL10,CXCL8,CXCR3,FPR1,KRT18,KRT8,LCN2,SAA1,STAT3
GO:0033214	siderophore-dependent iron import into cell	3	4	1.59e-05	ENSP00000231751,ENSP00000362108,ENSP00000380437	LCN2,LTF,SLC22A17
GO:0071345	cellular response to cytokine stimulus	14	953	1.59e-05	ENSP00000225844,ENSP00000233242,ENSP00000255409,ENSP00000264657,ENSP00000305651,ENSP00000306512,ENSP00000362108,ENSP00000362795,ENSP00000373487,ENSP00000379110,ENSP00000384906,ENSP00000449404,ENSP00000452780,ENSP00000471493	APOB,B2M,CCL13,CHI3L1,CXCL1,CXCL10,CXCL8,CXCR3,FPR1,KRT18,KRT8,LCN2,SAA1,STAT3
GO:0055065	metal ion homeostasis	11	555	1.65e-05	ENSP00000225844,ENSP00000231751,ENSP00000305651,ENSP00000362108,ENSP00000362795,ENSP00000380437,ENSP00000384906,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	B2M,CCL13,CXCL10,CXCR3,ELANE,FPR1,FPR2,LCN2,LTF,SAA1,SLC22A17
GO:0033993	response to lipid	13	825	1.89e-05	ENSP00000216336,ENSP00000233242,ENSP00000246635,ENSP00000262865,ENSP00000264657,ENSP00000297991,ENSP00000305651,ENSP00000306512,ENSP00000342082,ENSP00000357712,ENSP00000379110,ENSP00000452780,ENSP00000466090	APOB,AQP3,B2M,BPI,CTSG,CXCL1,CXCL10,CXCL8,ELANE,KRT13,S100A7,SLPI,STAT3
GO:0043901	negative regulation of multi-organism process	7	173	2.02e-05	ENSP00000216336,ENSP00000231751,ENSP00000255040,ENSP00000296435,ENSP00000342082,ENSP00000369317,ENSP00000466090	APCS,CAMP,CTSG,ELANE,KRT6A,LTF,SLPI
GO:0051817	modification of morphology or physiology of other organism involved in symbiotic interaction	6	107	2.02e-05	ENSP00000216336,ENSP00000231751,ENSP00000255040,ENSP00000296435,ENSP00000369317,ENSP00000466090	APCS,CAMP,CTSG,ELANE,KRT6A,LTF
GO:0002685	regulation of leukocyte migration	7	175	2.15e-05	ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000362795,ENSP00000379110,ENSP00000466090,ENSP00000468897	CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FPR2,S100A7
GO:0050801	ion homeostasis	12	708	2.39e-05	ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000305651,ENSP00000362108,ENSP00000362795,ENSP00000380437,ENSP00000384906,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	APOA1,B2M,CCL13,CXCL10,CXCR3,ELANE,FPR1,FPR2,LCN2,LTF,SAA1,SLC22A17
GO:0070887	cellular response to chemical stimulus	23	2672	2.86e-05	ENSP00000216336,ENSP00000225844,ENSP00000233242,ENSP00000246635,ENSP00000255409,ENSP00000262865,ENSP00000264657,ENSP00000297435,ENSP00000297991,ENSP00000305651,ENSP00000306512,ENSP00000348170,ENSP00000357726,ENSP00000362108,ENSP00000362795,ENSP00000364210,ENSP00000373487,ENSP00000379110,ENSP00000384906,ENSP00000449404,ENSP00000452780,ENSP00000468897,ENSP00000471493	AGER,APOB,AQP3,B2M,BPI,CCL13,CHI3L1,CTSG,CXCL1,CXCL10,CXCL8,CXCR3,DEFA4,FPR1,FPR2,HP,KRT13,KRT18,KRT8,LCN2,S100A12,SAA1,STAT3
GO:0098657	import into cell	11	609	3.68e-05	ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000306512,ENSP00000348170,ENSP00000362108,ENSP00000364210,ENSP00000380437,ENSP00000384906,ENSP00000466090,ENSP00000468897	AGER,APOA1,APOB,CXCL8,ELANE,FPR2,HP,LCN2,LTF,SAA1,SLC22A17
GO:0006875	cellular metal ion homeostasis	10	499	4.51e-05	ENSP00000225844,ENSP00000231751,ENSP00000305651,ENSP00000362108,ENSP00000362795,ENSP00000380437,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	CCL13,CXCL10,CXCR3,ELANE,FPR1,FPR2,LCN2,LTF,SAA1,SLC22A17
GO:0002687	positive regulation of leukocyte migration	6	127	4.83e-05	ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000379110,ENSP00000466090,ENSP00000468897	CXCL1,CXCL10,CXCL8,ELANE,FPR2,S100A7
GO:0032103	positive regulation of response to external stimulus	8	291	5.04e-05	ENSP00000305651,ENSP00000306512,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000379110,ENSP00000468897	AGER,CXCL1,CXCL10,CXCL8,CXCR3,FPR2,S100A12,S100A7
GO:0051851	modification by host of symbiont morphology or physiology	5	71	5.18e-05	ENSP00000216336,ENSP00000231751,ENSP00000255040,ENSP00000296435,ENSP00000466090	APCS,CAMP,CTSG,ELANE,LTF
GO:0043410	positive regulation of MAPK cascade	10	512	5.41e-05	ENSP00000225844,ENSP00000255409,ENSP00000262768,ENSP00000357712,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,CCL13,CHI3L1,ELANE,FPR1,FPR2,S100A12,S100A7,SAA1,TIMP2
GO:0006898	receptor-mediated endocytosis	7	209	5.99e-05	ENSP00000233242,ENSP00000236850,ENSP00000306512,ENSP00000348170,ENSP00000364210,ENSP00000384906,ENSP00000468897	AGER,APOA1,APOB,CXCL8,FPR2,HP,SAA1
GO:0070098	chemokine-mediated signaling pathway	5	75	6.47e-05	ENSP00000225844,ENSP00000305651,ENSP00000306512,ENSP00000362795,ENSP00000379110	CCL13,CXCL1,CXCL10,CXCL8,CXCR3
GO:0055082	cellular chemical homeostasis	11	665	7.70e-05	ENSP00000225844,ENSP00000231751,ENSP00000305651,ENSP00000362108,ENSP00000362795,ENSP00000364210,ENSP00000380437,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,CCL13,CXCL10,CXCR3,ELANE,FPR1,FPR2,LCN2,LTF,SAA1,SLC22A17
GO:0010647	positive regulation of cell communication	17	1631	7.74e-05	ENSP00000221515,ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000297258,ENSP00000305651,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,CCL13,CHI3L1,CXCL10,CXCR3,ELANE,FABP5,FPR1,FPR2,LTF,RETN,S100A12,S100A7,SAA1,STAT3,TIMP2
GO:0023056	positive regulation of signaling	17	1638	8.13e-05	ENSP00000221515,ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000297258,ENSP00000305651,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,CCL13,CHI3L1,CXCL10,CXCR3,ELANE,FABP5,FPR1,FPR2,LTF,RETN,S100A12,S100A7,SAA1,STAT3,TIMP2
GO:0009987	cellular process	58	14652	8.88e-05	ENSP00000167586,ENSP00000167588,ENSP00000216336,ENSP00000219022,ENSP00000221515,ENSP00000225844,ENSP00000231751,ENSP00000233242,ENSP00000236826,ENSP00000236850,ENSP00000246635,ENSP00000252242,ENSP00000252244,ENSP00000252245,ENSP00000252250,ENSP00000252252,ENSP00000255040,ENSP00000255409,ENSP00000257264,ENSP00000259396,ENSP00000261267,ENSP00000262768,ENSP00000262865,ENSP00000264657,ENSP00000283752,ENSP00000293745,ENSP00000296370,ENSP00000296435,ENSP00000297258,ENSP00000297435,ENSP00000297991,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000329243,ENSP00000342082,ENSP00000348170,ENSP00000355124,ENSP00000357697,ENSP00000357712,ENSP00000357726,ENSP00000357791,ENSP00000362108,ENSP00000362795,ENSP00000364210,ENSP00000369317,ENSP00000373487,ENSP00000378292,ENSP00000379110,ENSP00000380437,ENSP00000384906,ENSP00000448220,ENSP00000449404,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APCS,APOA1,APOB,AQP3,B2M,BPI,CAMP,CCL13,CHI3L1,CTSG,CXCL1,CXCL10,CXCL8,CXCR3,DEFA4,ELANE,FABP5,FPR1,FPR2,HP,HRNR,KRT1,KRT13,KRT14,KRT16,KRT17,KRT18,KRT19,KRT20,KRT4,KRT5,KRT6A,KRT6B,KRT6C,KRT7,KRT72,KRT75,KRT8,KRT80,LCN2,LTF,LYZ,MMP8,OLFM4,ORM1,RETN,S100A12,S100A2,S100A7,S100P,SAA1,SERPINB3,SLC22A17,SLPI,STAT3,TCN1,TIMP2
GO:0009967	positive regulation of signal transduction	16	1493	0.00011	ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000297258,ENSP00000305651,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,CCL13,CHI3L1,CXCL10,CXCR3,ELANE,FABP5,FPR1,FPR2,LTF,S100A12,S100A7,SAA1,STAT3,TIMP2
